0.486,0.614,0.757,0.428,0.173,0.009,0.692,0.396,0.333,0.097
0.705,0.168,0.069,0.628,0.409,0.408,0.401,0.413,0.253,0.293
0.624,0.890,0.661,0.151,0.853,0.735,0.691,0.814,0.261,0.601
0.286,0.493,0.842,0.083,0.300,0.385,0.214,0.758,0.105,0.490
0.880,0.460,0.062,0.616,0.483,0.478,0.215,0.407,0.094,0.718
0.422,0.726,0.533,0.839,0.965,0.951,0.340,0.960,0.787,0.682
0.305,0.444,0.446,0.643,0.976,0.349,0.445,0.558,0.465,0.300
0.610,0.308,0.865,0.480,0.443,0.927,0.797,0.972,0.354,0.291
0.955,0.530,0.896,0.924,0.429,0.926,0.090,0.189,0.650,0.793
0.696,0.055,0.852,0.003,0.603,0.896,0.692,0.529,0.212,0.344
0.162,0.385,0.522,0.922,0.716,0.645,0.494,0.325,0.514,0.284
0.172,0.264,0.936,0.568,0.197,0.060,0.452,0.751,0.946,0.426
0.148,0.226,0.542,0.106,0.935,0.612,0.761,0.083,0.127,0.850
0.475,0.986,0.106,0.567,0.741,0.576,0.649,0.637,0.651,0.272
0.474,0.656,0.808,0.436,0.066,0.687,0.519,0.919,0.649,0.177
0.852,0.187,0.518,0.967,0.231,0.683,0.772,0.212,0.161,0.012
0.747,0.091,0.943,0.541,0.967,0.040,0.133,0.763,0.614,0.426
0.699,0.027,0.470,0.052,0.135,0.178,0.635,0.452,0.066,0.458
0.597,0.663,0.239,0.150,0.048,0.890,0.718,0.607,0.769,0.247
0.502,0.263,0.908,0.334,0.247,0.516,0.459,0.756,0.505,0.032
0.645,0.099,0.056,0.338,0.717,0.772,0.908,0.151,0.140,0.466
0.049,0.789,0.195,0.218,0.674,0.155,0.069,0.335,0.913,0.292
0.601,0.146,0.186,0.756,0.320,0.195,0.952,0.560,0.381,0.486
0.432,0.389,0.409,0.536,0.387,0.162,0.518,0.453,0.429,0.957
0.662,0.064,0.675,0.705,0.487,0.588,0.435,0.001,0.664,0.312
0.725,0.649,0.053,0.879,0.004,0.140,0.350,0.277,0.473,0.625
0.849,0.231,0.896,0.846,0.945,0.915,0.676,0.706,0.926,0.456
0.800,0.257,0.837,0.331,0.931,0.105,0.667,0.748,0.322,0.169
0.692,0.913,0.397,0.254,0.614,0.077,0.322,0.789,0.114,0.740
0.111,0.243,0.317,0.802,0.338,0.376,0.522,0.376,0.331,0.945
0.245,0.021,0.658,0.529,0.234,0.298,0.220,0.369,0.279,0.577
0.527,0.358,0.711,0.785,0.949,0.516,0.862,0.671,0.154,0.955
0.974,0.803,0.566,0.393,0.732,0.059,0.914,0.353,0.359,0.811
0.041,0.523,0.274,0.094,0.386,0.891,0.589,0.109,0.606,0.320
0.044,0.651,0.760,0.425,0.399,0.065,0.165,0.570,0.307,0.693
0.689,0.137,0.020,0.138,0.149,0.030,0.773,0.300,0.804,0.724
0.988,0.201,0.836,0.061,0.592,0.378,0.713,0.952,0.762,0.716
0.338,0.030,0.236,0.099,0.381,0.355,0.615,0.012,0.142,0.237
0.424,0.057,0.959,0.243,0.790,0.752,0.829,0.167,0.498,0.649
0.464,0.377,0.226,0.212,0.150,0.486,0.980,0.895,0.640,0.835
0.353,0.004,0.701,0.156,0.239,0.626,0.186,0.034,0.057,0.124
0.045,0.768,0.304,0.595,0.584,0.295,0.058,0.532,0.941,0.220
0.705,0.611,0.240,0.103,0.289,0.659,0.805,0.921,0.870,0.369
0.182,0.816,0.345,0.311,0.929,0.405,0.904,0.681,0.782,0.685
0.499,0.150,0.406,0.943,0.951,0.154,0.561,0.954,0.549,0.544
0.676,0.321,0.391,0.361,0.521,0.831,0.824,0.949,0.135,0.043
0.606,0.782,0.286,0.234,0.593,0.593,0.442,0.418,0.747,0.785
0.602,0.148,0.668,0.535,0.897,0.504,0.060,0.660,0.039,0.049
0.231,0.890,0.985,0.807,0.211,0.068,0.726,0.797,0.755,0.999
0.206,0.604,0.157,0.473,0.177,0.613,0.076,0.380,0.772,0.945
0.379,0.058,0.398,0.214,0.741,0.760,0.692,0.686,0.697,0.237
0.349,0.395,0.683,0.128,0.562,0.699,0.496,0.759,0.518,0.069
0.387,0.290,0.009,0.998,0.807,0.081,0.921,0.361,0.078,0.531
0.733,0.985,0.018,0.123,0.509,0.427,0.469,0.745,0.002,0.732
0.097,0.670,0.845,0.492,0.147,0.095,0.536,0.525,0.107,0.640
0.378,0.765,0.030,0.863,0.926,0.095,0.402,0.867,0.617,0.304
0.816,0.139,0.751,0.069,0.410,0.806,0.946,0.154,0.819,0.064
0.529,0.503,0.444,0.999,0.742,0.708,0.773,0.191,0.197,0.264
0.152,0.648,0.824,0.420,0.772,0.981,0.493,0.286,0.599,0.471
0.487,0.572,0.358,0.427,0.953,0.164,0.198,0.250,0.896,0.345
0.075,0.780,0.204,0.662,0.109,0.963,0.557,0.530,0.572,0.614
0.256,0.657,0.076,0.794,0.592,0.826,0.103,0.939,0.317,0.522
0.460,0.024,0.570,0.693,0.866,0.853,0.382,0.263,0.389,0.856
0.826,0.459,0.451,0.339,0.964,0.813,0.158,0.487,0.192,0.808
0.931,0.641,0.993,0.438,0.073,0.820,0.984,0.969,0.305,0.810
0.368,0.715,0.019,0.795,0.364,0.796,0.281,0.845,0.252,0.839
0.761,0.973,0.659,0.712,0.895,0.152,0.368,0.009,0.564,0.583
0.839,0.547,0.534,0.618,0.988,0.720,0.079,0.195,0.652,0.817
0.280,0.283,0.046,0.105,0.799,0.528,0.574,0.253,0.273,0.599
0.939,0.399,0.756,0.783,0.551,0.195,0.912,0.743,0.137,0.549
0.264,0.647,0.801,0.296,0.314,0.666,0.462,0.443,0.720,0.336
0.054,0.044,0.659,0.864,0.312,0.432,0.676,0.372,0.794,0.805
0.276,0.209,0.690,0.450,0.133,0.178,0.556,0.024,0.595,0.817
0.493,0.878,0.478,0.613,0.176,0.247,0.772,0.200,0.215,0.615
0.140,0.681,0.350,0.287,0.611,0.329,0.756,0.272,0.765,0.177
0.143,0.308,0.892,0.618,0.235,0.218,0.440,0.300,0.479,0.767
0.105,0.922,0.995,0.450,0.686,0.670,0.785,0.389,0.130,0.126
0.410,0.383,0.523,0.727,0.216,0.865,0.253,0.703,0.903,0.923
0.358,0.060,0.072,0.277,0.756,0.716,0.150,0.160,0.256,0.891
0.680,0.265,0.503,0.004,0.790,0.179,0.789,0.886,0.536,0.604
0.358,0.026,0.789,0.883,0.278,0.469,0.026,0.832,0.228,0.548
0.034,0.943,0.535,0.918,0.744,0.945,0.041,0.533,0.893,0.332
0.745,0.854,0.700,0.949,0.737,0.607,0.600,0.964,0.879,0.871
0.616,0.039,0.409,0.972,0.538,0.833,0.635,0.836,0.014,0.638
0.485,0.664,0.824,0.248,0.758,0.499,0.096,0.195,0.805,0.820
0.011,0.498,0.609,0.403,0.265,0.230,0.428,0.229,0.806,0.941
0.411,0.408,0.962,0.040,0.901,0.598,0.224,0.633,0.434,0.519
0.961,0.465,0.110,0.639,0.499,0.432,0.332,0.269,0.306,0.025
0.170,0.383,0.409,0.135,0.937,0.357,0.419,0.261,0.389,0.694
0.694,0.858,0.983,0.553,0.624,0.120,0.266,0.101,0.597,0.044
0.232,0.808,0.671,0.493,0.516,0.967,0.310,0.194,0.105,0.169
0.750,0.400,0.384,0.910,0.343,0.876,0.182,0.348,0.053,0.370
0.269,0.967,0.068,0.600,0.706,0.446,0.823,0.572,0.488,0.625
0.313,0.170,0.484,0.546,0.644,0.009,0.514,0.404,0.389,0.154
0.520,0.260,0.472,0.653,0.004,0.600,0.159,0.897,0.675,0.668
0.154,0.482,0.708,0.619,0.247,0.989,0.085,0.257,0.062,0.646
0.408,0.074,0.004,0.657,0.630,0.936,0.529,0.963,0.499,0.558
0.105,0.310,0.414,0.439,0.667,0.045,0.935,0.164,0.763,0.869
0.429,0.541,0.862,0.940,0.333,0.874,0.539,0.512,0.146,0.688
0.002,0.876,0.718,0.649,0.127,0.141,0.947,0.353,0.628,0.524
0.115,0.786,0.146,0.589,0.780,0.050,0.628,0.513,0.114,0.582
0.395,0.589,0.204,0.321,0.108,0.415,0.356,0.575,0.918,0.969
0.223,0.474,0.169,0.211,0.813,0.836,0.705,0.040,0.377,0.359
0.640,0.606,0.681,0.177,0.288,0.627,0.516,0.671,0.152,0.345
0.267,0.234,0.498,0.933,0.001,0.128,0.213,0.470,0.764,0.160
0.594,0.956,0.119,0.054,0.554,0.936,0.124,0.850,0.337,0.686
0.391,0.816,0.580,0.969,0.911,0.081,0.878,0.329,0.412,0.807
0.901,0.271,0.743,0.181,0.536,0.737,0.730,0.182,0.516,0.220
0.273,0.307,0.168,0.394,0.327,0.348,0.628,0.436,0.438,0.801
0.527,0.294,0.520,0.573,0.510,0.998,0.002,0.798,0.592,0.427
0.892,0.790,0.447,0.110,0.658,0.608,0.604,0.421,0.525,0.256
0.413,0.047,0.292,0.710,0.119,0.693,0.124,0.463,0.382,0.031
0.160,0.992,0.143,0.975,0.583,0.724,0.274,0.498,0.963,0.504
0.117,0.901,0.457,0.184,0.429,0.223,0.464,0.700,0.620,0.974
0.515,0.610,0.354,0.958,0.628,0.635,0.927,0.636,0.446,0.923
0.933,0.541,0.804,0.002,0.241,0.303,0.182,0.575,0.764,0.330
0.343,0.721,0.352,0.723,0.880,0.338,0.233,0.702,0.507,0.533
0.437,0.917,0.071,0.148,0.019,0.577,0.972,0.813,0.313,0.534
0.290,0.667,0.218,0.743,0.154,0.550,0.427,0.916,0.254,0.257
0.677,0.507,0.477,0.188,0.021,0.239,0.431,0.744,0.482,0.435
0.254,0.758,0.890,0.811,0.026,0.722,0.166,0.722,0.304,0.942
0.148,0.665,0.923,0.885,0.332,0.862,0.466,0.709,0.887,0.786
0.575,0.674,0.748,0.673,0.603,0.644,0.924,0.912,0.254,0.132
0.282,0.698,0.207,0.062,0.280,0.759,0.636,0.223,0.763,0.167
0.532,0.361,0.037,0.899,0.908,0.657,0.708,0.310,0.689,0.495
0.665,0.799,0.400,0.027,0.378,0.025,0.249,0.781,0.606,0.659
0.535,0.939,0.679,0.184,0.425,0.112,0.119,0.674,0.660,0.970
0.013,0.606,0.420,0.780,0.482,0.096,0.962,0.962,0.509,0.057
0.945,0.167,0.628,0.996,0.571,0.487,0.951,0.796,0.165,0.364
0.583,0.889,0.212,0.699,0.960,0.234,0.940,0.011,0.894,0.712
0.130,0.004,0.875,0.717,0.901,0.422,0.639,0.136,0.779,0.579
0.241,0.691,0.794,0.708,0.026,0.882,0.190,0.374,0.060,0.110
0.890,0.742,0.706,0.136,0.160,0.978,0.513,0.360,0.504,0.628
0.990,0.894,0.039,0.394,0.197,0.864,0.419,0.628,0.880,0.929
0.795,0.920,0.535,0.390,0.074,0.239,0.499,0.958,0.247,0.727
0.206,0.636,0.079,0.336,0.243,0.811,0.699,0.930,0.799,0.103
0.355,0.459,0.022,0.198,0.328,0.010,0.275,0.930,0.513,0.214
0.167,0.691,0.280,0.062,0.669,0.088,0.702,0.293,0.894,0.041
0.927,0.898,0.987,0.839,0.406,0.262,0.198,0.595,0.957,0.819
0.107,0.806,0.312,0.736,0.379,0.216,0.754,0.049,0.981,0.840
0.330,0.662,0.976,0.712,0.615,0.727,0.704,0.825,0.664,0.825
0.798,0.374,0.587,0.143,0.673,0.151,0.595,0.841,0.994,0.527
0.475,0.125,0.743,0.536,0.928,0.115,0.232,0.764,0.598,0.436
0.555,0.460,0.065,0.712,0.465,0.470,0.066,0.691,0.480,0.293
0.070,0.102,0.328,0.344,0.955,0.086,0.287,0.514,0.746,0.854
0.020,0.232,0.013,0.874,0.816,0.955,0.611,0.777,0.980,0.523
0.818,0.415,0.869,0.789,0.995,0.666,0.924,0.721,0.069,0.106
0.840,0.728,0.362,0.644,0.899,0.434,0.146,0.930,0.510,0.377
0.212,0.812,0.760,0.598,0.466,0.916,0.975,0.734,0.379,0.431
0.752,0.511,0.282,0.264,0.872,0.895,0.630,0.153,0.180,0.816
0.082,0.417,0.681,0.806,0.496,0.662,0.493,0.543,0.224,0.099
0.163,0.323,0.074,0.596,0.501,0.180,0.026,0.149,0.508,0.688
0.904,0.103,0.141,0.371,0.551,0.590,0.603,0.821,0.798,0.972
0.188,0.181,0.857,0.976,0.778,0.749,0.262,0.827,0.145,0.072
0.050,0.100,0.603,0.857,0.556,0.337,0.523,0.085,0.444,0.298
0.340,0.623,0.726,0.319,0.498,0.186,0.522,0.507,0.244,0.767
0.867,0.035,0.330,0.214,0.124,0.963,0.163,0.306,0.687,0.503
0.332,0.147,0.018,0.541,0.244,0.616,0.296,0.976,0.835,0.686
0.983,0.291,0.580,0.964,0.371,0.706,0.191,0.202,0.292,0.282
0.376,0.181,0.940,0.467,0.742,0.017,0.550,0.984,0.057,0.132
0.770,0.423,0.191,0.421,0.378,0.463,0.289,0.419,0.819,0.859
0.786,0.070,0.639,0.607,0.317,0.317,0.062,0.727,0.398,0.662
0.075,0.659,0.475,0.623,0.175,0.514,0.379,0.082,0.401,0.278
0.728,0.753,0.895,0.286,0.621,0.326,0.541,0.175,0.403,0.741
0.601,0.210,0.657,0.194,0.336,0.403,0.531,0.781,0.167,0.986
0.454,0.188,0.074,0.710,0.728,0.797,0.000,0.448,0.082,0.873
0.233,0.624,0.425,0.002,0.910,0.536,0.539,0.785,0.213,0.020
0.779,0.150,0.090,0.223,0.182,0.726,0.299,0.008,0.318,0.592
0.301,0.373,0.682,0.280,0.038,0.615,0.433,0.575,0.325,0.113
0.606,0.215,0.029,0.016,0.010,0.155,0.693,0.467,0.827,0.469
0.319,0.375,0.283,0.649,0.947,0.668,0.826,0.056,0.823,0.752
0.219,0.508,0.963,0.820,0.889,0.201,0.715,0.995,0.351,0.606
0.790,0.650,0.182,0.933,0.222,0.983,0.273,0.498,0.736,0.182
0.559,0.354,0.321,0.649,0.610,0.579,0.273,0.263,0.715,0.898
0.734,0.494,0.447,0.972,0.423,0.907,0.844,0.618,0.260,0.219
0.528,0.566,0.502,0.332,0.604,0.404,0.802,0.291,0.102,0.623
0.406,0.118,0.422,0.188,0.816,0.692,0.528,0.934,0.721,0.511
0.535,0.008,0.985,0.409,0.884,0.655,0.431,0.241,0.955,0.647
0.510,0.994,0.696,0.118,0.012,0.418,0.012,0.095,0.576,0.161
0.217,0.939,0.771,0.300,0.052,0.970,0.649,0.169,0.273,0.196
0.827,0.527,0.036,0.454,0.646,0.558,0.507,0.190,0.616,0.064
0.086,0.381,0.601,0.510,0.653,0.694,0.767,0.336,0.042,0.160
0.263,0.149,0.456,0.510,0.108,0.465,0.109,0.385,0.254,0.526
0.562,0.232,0.456,0.419,0.371,0.940,0.096,0.977,0.009,0.629
0.589,0.177,0.852,0.353,0.843,0.839,0.876,0.104,0.939,0.162
0.987,0.317,0.041,0.145,0.934,0.813,0.855,0.951,0.064,0.104
0.395,0.652,0.674,0.354,0.034,0.254,0.575,0.109,0.804,0.426
0.206,0.703,0.306,0.606,0.456,0.396,0.533,0.133,0.127,0.492
0.388,0.430,0.318,0.490,0.036,0.116,0.747,0.129,0.055,0.586
0.529,0.212,0.770,0.975,0.845,0.572,0.190,0.953,0.315,0.363
0.952,0.387,0.371,0.194,0.771,0.351,0.495,0.983,0.024,0.831
0.820,0.504,0.523,0.875,0.781,0.167,0.343,0.903,0.788,0.214
0.792,0.470,0.541,0.839,0.209,0.095,0.678,0.333,0.992,0.260
0.018,0.948,0.941,0.346,0.367,0.537,0.196,0.354,0.216,0.947
0.777,0.796,0.356,0.870,0.880,0.321,0.038,0.194,0.985,0.685
0.845,0.637,0.289,0.982,0.895,0.145,0.953,0.467,0.658,0.261
0.672,0.018,0.050,0.649,0.457,0.917,0.802,0.184,0.181,0.234
0.217,0.204,0.314,0.247,0.619,0.097,0.216,0.906,0.807,0.530
0.874,0.013,0.718,0.742,0.665,0.732,0.870,0.480,0.234,0.756
0.057,0.644,0.347,0.394,0.441,0.423,0.654,0.768,0.440,0.610
0.465,0.404,0.996,0.341,0.483,0.085,0.310,0.542,0.662,0.004
0.492,0.760,0.765,0.141,0.054,0.908,0.713,0.556,0.861,0.289
0.740,0.482,0.707,0.985,0.428,0.710,0.123,0.610,0.315,0.805
0.039,0.462,0.992,0.358,0.183,0.685,0.633,0.717,0.345,0.612
0.132,0.984,0.174,0.698,0.585,0.420,0.400,0.586,0.578,0.509
0.005,0.196,0.666,0.582,0.932,0.583,0.848,0.860,0.123,0.435
0.555,0.518,0.549,0.238,0.502,0.203,0.812,0.674,0.766,0.289
0.567,0.366,0.982,0.283,0.025,0.180,0.480,0.745,0.297,0.140
0.020,0.981,0.054,0.190,0.833,0.933,0.996,0.837,0.164,0.974
0.296,0.082,0.618,0.919,0.017,0.709,0.778,0.985,0.883,0.316
0.859,0.885,0.293,0.824,0.539,0.005,0.986,0.049,0.000,0.328
0.704,0.350,0.056,0.346,0.559,0.235,0.756,0.473,0.842,0.507
0.378,0.897,0.927,0.160,0.711,0.800,0.705,0.455,0.345,0.057
0.489,0.284,0.824,0.262,0.739,0.287,0.665,0.921,0.886,0.271
0.270,0.292,0.186,0.297,0.901,0.364,0.710,0.741,0.290,0.758
0.025,0.999,0.023,0.318,0.152,0.212,0.419,0.002,0.511,0.821
0.379,0.220,0.110,0.177,0.781,0.347,0.233,0.146,0.060,0.124
0.490,0.795,0.106,0.705,0.774,0.456,0.463,0.074,0.737,0.929
0.979,0.742,0.786,0.411,0.781,0.280,0.417,0.662,0.174,0.742
0.624,0.944,0.082,0.852,0.062,0.780,0.457,0.918,0.401,0.403
